DATAFLOW,REF_AREA,MEASURE,SCENARIO,FREQ,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE,UNIT_MULT,DECIMALS
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET1,A,2028,10905.47,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET1,A,2029,11405.7,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET1,A,2030,11924.08,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET3,A,2026,9979.04360553187,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET3,A,2027,10422.7,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET3,A,2028,10890.19,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET3,A,2029,11377.27,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET3,A,2030,11880.21,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET4,A,2026,9979.04360553187,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET4,A,2027,10422.7,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET4,A,2028,10892.43,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET4,A,2029,11384.02,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET4,A,2030,11893.82,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET2,A,2026,9979.04360553187,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET2,A,2027,10427.76,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET2,A,2028,10907.72,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET2,A,2029,11412.45,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,ET2,A,2030,11937.74,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,BAU2,A,2026,9979.04360553187,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,BAU2,A,2027,10459.97,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,BAU2,A,2028,10964.24,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,BAU2,A,2029,11487.35,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,BAU2,A,2030,12024.8,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,BAU1,A,2026,9979.04360553187,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,BAU1,A,2027,10465.08,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,BAU1,A,2028,10979.73,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,BAU1,A,2029,11518.53,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S7,GDPVTRD_CAP,BAU1,A,2030,12077.07,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,BAU2,A,2026,22171.6007613777,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,BAU2,A,2027,22610.86,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,BAU2,A,2028,23058.08,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,BAU2,A,2029,23511.75,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,BAU2,A,2030,23969.67,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,BAU1,A,2026,22171.6007613777,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,BAU1,A,2027,22618.46,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,BAU1,A,2028,23080.5,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,BAU1,A,2029,23555.8,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,BAU1,A,2030,24041.76,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET4,A,2026,22171.6007613777,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET4,A,2027,22539.05,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET4,A,2028,22923.37,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET4,A,2029,23320.81,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET4,A,2030,23729.84,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET2,A,2026,22171.6007613777,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET2,A,2027,22546.58,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET2,A,2028,22945.5,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET2,A,2029,23360.95,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET2,A,2030,23790.33,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET3,A,2026,22171.6007613777,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET3,A,2027,22539.05,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET3,A,2028,22919.18,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET3,A,2029,23308.5,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET3,A,2030,23705.56,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET1,A,2026,22171.6007613777,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET1,A,2027,22546.58,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET1,A,2028,22941.31,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET1,A,2029,23348.62,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),W,GDPVTRD_CAP,ET1,A,2030,23765.99,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD,GDPVTRD_CAP,BAU2,A,2026,54917.0519014846,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD,GDPVTRD_CAP,BAU2,A,2027,55664.65,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD,GDPVTRD_CAP,BAU2,A,2028,56466.09,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD,GDPVTRD_CAP,BAU2,A,2029,57312.71,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD,GDPVTRD_CAP,BAU2,A,2030,58195.93,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),EU27,GDPVTRD_CAP,BAU2,A,2026,55979.0357405038,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),EU27,GDPVTRD_CAP,BAU2,A,2027,56746.26,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),EU27,GDPVTRD_CAP,BAU2,A,2028,57535.19,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),EU27,GDPVTRD_CAP,BAU2,A,2029,58342.01,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),EU27,GDPVTRD_CAP,BAU2,A,2030,59165.3,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),EA17,GDPVTRD_CAP,BAU2,A,2026,57849.8382102202,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),EA17,GDPVTRD_CAP,BAU2,A,2027,58486.02,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),EA17,GDPVTRD_CAP,BAU2,A,2028,59152.43,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),EA17,GDPVTRD_CAP,BAU2,A,2029,59845.74,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),EA17,GDPVTRD_CAP,BAU2,A,2030,60564.39,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),LTU,GDPVTRD_CAP,BAU2,A,2026,51398.3078168323,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),LTU,GDPVTRD_CAP,BAU2,A,2027,52946.75,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),LTU,GDPVTRD_CAP,BAU2,A,2028,54362.52,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),LTU,GDPVTRD_CAP,BAU2,A,2029,55683.93,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),LTU,GDPVTRD_CAP,BAU2,A,2030,56936.76,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),G20_E,GDPVTRD_CAP,BAU2,A,2026,20060.5806439412,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),G20_E,GDPVTRD_CAP,BAU2,A,2027,20798.11,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),G20_E,GDPVTRD_CAP,BAU2,A,2028,21530.49,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),G20_E,GDPVTRD_CAP,BAU2,A,2029,22257.74,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),G20_E,GDPVTRD_CAP,BAU2,A,2030,22979.45,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),G20,GDPVTRD_CAP,BAU2,A,2026,28196.0692283921,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),G20,GDPVTRD_CAP,BAU2,A,2027,28937.28,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),G20,GDPVTRD_CAP,BAU2,A,2028,29687.25,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),G20,GDPVTRD_CAP,BAU2,A,2029,30444.93,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),G20,GDPVTRD_CAP,BAU2,A,2030,31208.27,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),COL,GDPVTRD_CAP,BAU2,A,2026,19540.0676275492,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),COL,GDPVTRD_CAP,BAU2,A,2027,19826.09,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),COL,GDPVTRD_CAP,BAU2,A,2028,20116.54,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),COL,GDPVTRD_CAP,BAU2,A,2029,20412.32,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),COL,GDPVTRD_CAP,BAU2,A,2030,20713.4,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),BGR,GDPVTRD_CAP,BAU2,A,2026,36876.8083974942,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),BGR,GDPVTRD_CAP,BAU2,A,2027,38044.92,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),BGR,GDPVTRD_CAP,BAU2,A,2028,39178.53,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),BGR,GDPVTRD_CAP,BAU2,A,2029,40274.56,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),BGR,GDPVTRD_CAP,BAU2,A,2030,41339.18,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),SVN,GDPVTRD_CAP,BAU2,A,2026,50500.5887862511,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),SVN,GDPVTRD_CAP,BAU2,A,2027,51439.52,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),SVN,GDPVTRD_CAP,BAU2,A,2028,52312.77,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),SVN,GDPVTRD_CAP,BAU2,A,2029,53127.17,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),SVN,GDPVTRD_CAP,BAU2,A,2030,53900.46,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),LVA,GDPVTRD_CAP,BAU2,A,2026,40902.8210577974,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),LVA,GDPVTRD_CAP,BAU2,A,2027,42052.1,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),LVA,GDPVTRD_CAP,BAU2,A,2028,43216.57,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),LVA,GDPVTRD_CAP,BAU2,A,2029,44410.09,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),LVA,GDPVTRD_CAP,BAU2,A,2030,45627.55,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),POL,GDPVTRD_CAP,BAU2,A,2026,46578.0780137388,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),POL,GDPVTRD_CAP,BAU2,A,2027,47864.77,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),POL,GDPVTRD_CAP,BAU2,A,2028,49190.09,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),POL,GDPVTRD_CAP,BAU2,A,2029,50542.65,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),POL,GDPVTRD_CAP,BAU2,A,2030,51910.82,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),ISR,GDPVTRD_CAP,BAU2,A,2026,50121.013171209,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),ISR,GDPVTRD_CAP,BAU2,A,2027,51128.4,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),ISR,GDPVTRD_CAP,BAU2,A,2028,52186.7,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),ISR,GDPVTRD_CAP,BAU2,A,2029,53290.39,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),ISR,GDPVTRD_CAP,BAU2,A,2030,54433.95,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),IRL,GDPVTRD_CAP,BAU2,A,2026,118932.532817594,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),IRL,GDPVTRD_CAP,BAU2,A,2027,121071.6,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),IRL,GDPVTRD_CAP,BAU2,A,2028,123186.4,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),IRL,GDPVTRD_CAP,BAU2,A,2029,125253,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),IRL,GDPVTRD_CAP,BAU2,A,2030,127258.5,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),HUN,GDPVTRD_CAP,BAU2,A,2026,44352.1110991402,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),HUN,GDPVTRD_CAP,BAU2,A,2027,45413.94,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),HUN,GDPVTRD_CAP,BAU2,A,2028,46517.37,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),HUN,GDPVTRD_CAP,BAU2,A,2029,47626.44,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),HUN,GDPVTRD_CAP,BAU2,A,2030,48729.87,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),EST,GDPVTRD_CAP,BAU2,A,2026,45867.1503652556,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),EST,GDPVTRD_CAP,BAU2,A,2027,46923.04,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),EST,GDPVTRD_CAP,BAU2,A,2028,48019.27,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),EST,GDPVTRD_CAP,BAU2,A,2029,49151.36,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),EST,GDPVTRD_CAP,BAU2,A,2030,50317.75,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),SVK,GDPVTRD_CAP,BAU2,A,2026,41829.3528549527,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),SVK,GDPVTRD_CAP,BAU2,A,2027,42600.54,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),SVK,GDPVTRD_CAP,BAU2,A,2028,43442.81,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),SVK,GDPVTRD_CAP,BAU2,A,2029,44344.41,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),SVK,GDPVTRD_CAP,BAU2,A,2030,45295.23,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),ARG,GDPVTRD_CAP,BAU2,A,2026,28569.9179556022,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),ARG,GDPVTRD_CAP,BAU2,A,2027,29111.19,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),ARG,GDPVTRD_CAP,BAU2,A,2028,29698.5,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),ARG,GDPVTRD_CAP,BAU2,A,2029,30334.81,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),ARG,GDPVTRD_CAP,BAU2,A,2030,31017.38,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),CZE,GDPVTRD_CAP,BAU2,A,2026,50367.2726608955,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),CZE,GDPVTRD_CAP,BAU2,A,2027,51163.07,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),CZE,GDPVTRD_CAP,BAU2,A,2028,52034.84,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),CZE,GDPVTRD_CAP,BAU2,A,2029,52974.54,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),CZE,GDPVTRD_CAP,BAU2,A,2030,53971.51,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),MEX,GDPVTRD_CAP,BAU2,A,2026,22601.4655432979,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),MEX,GDPVTRD_CAP,BAU2,A,2027,22844.26,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),MEX,GDPVTRD_CAP,BAU2,A,2028,23146.03,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),MEX,GDPVTRD_CAP,BAU2,A,2029,23494.97,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),MEX,GDPVTRD_CAP,BAU2,A,2030,23879.27,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),CRI,GDPVTRD_CAP,BAU2,A,2026,27533.2745090685,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),CRI,GDPVTRD_CAP,BAU2,A,2027,28349.12,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),CRI,GDPVTRD_CAP,BAU2,A,2028,29186.83,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),CRI,GDPVTRD_CAP,BAU2,A,2029,30046.18,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),CRI,GDPVTRD_CAP,BAU2,A,2030,30930.35,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),BRA,GDPVTRD_CAP,BAU2,A,2026,19790.1495211365,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),BRA,GDPVTRD_CAP,BAU2,A,2027,20093.16,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),BRA,GDPVTRD_CAP,BAU2,A,2028,20390.98,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),BRA,GDPVTRD_CAP,BAU2,A,2029,20687.2,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),BRA,GDPVTRD_CAP,BAU2,A,2030,20985.14,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),G20_A,GDPVTRD_CAP,BAU2,A,2026,64171.0677685066,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),G20_A,GDPVTRD_CAP,BAU2,A,2027,65001.14,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),G20_A,GDPVTRD_CAP,BAU2,A,2028,65905.09,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),G20_A,GDPVTRD_CAP,BAU2,A,2029,66870.12,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),G20_A,GDPVTRD_CAP,BAU2,A,2030,67883.93,,USD_PPP_PS,0,2
